0		 -1.247387		 1.447682		 0.200294
1		 -1.217515		 0.020069		 -1.197446
2		 -1.228109		 0.020098		 -1.208011
3		 -1.238621		 0.020058		 -1.218563
4		 -1.249040		 0.020017		 -1.229022
5		 -1.259366		 0.019977		 -1.239389
6		 -1.269601		 0.019938		 -1.249663
7		 -1.279745		 0.019898		 -1.259847
8		 -1.289800		 0.019858		 -1.269941
9		 -1.299765		 0.019819		 -1.279946
10		 -1.309642		 0.019779		 -1.289863
11		 -1.319432		 0.019740		 -1.299692
12		 -1.329134		 0.019701		 -1.309434
13		 -1.338751		 0.019662		 -1.319090
14		 -1.348283		 0.019623		 -1.328660
15		 -1.357730		 0.019584		 -1.338146
16		 -1.367094		 0.019545		 -1.347549
17		 -1.376374		 0.019506		 -1.356868
18		 -1.385573		 0.019468		 -1.366105
19		 -1.394689		 0.019429		 -1.375260
20		 -1.403726		 0.019391		 -1.384334
21		 -1.412682		 0.019353		 -1.393329
22		 -1.421558		 0.019315		 -1.402244
23		 -1.430357		 0.019277		 -1.411080
24		 -1.439077		 0.019239		 -1.419838
25		 -1.447720		 0.019201		 -1.428518
26		 -1.456286		 0.019164		 -1.437122
27		 -1.464776		 0.019126		 -1.445650
28		 -1.473191		 0.019089		 -1.454103
29		 -1.481532		 0.019051		 -1.462481
30		 -1.489798		 0.019014		 -1.470785
31		 -1.497992		 0.018977		 -1.479015
32		 -1.506113		 0.018940		 -1.487173
33		 -1.514161		 0.018903		 -1.495258
34		 -1.522139		 0.018866		 -1.503273
35		 -1.530045		 0.018829		 -1.511216
36		 -1.537881		 0.018793		 -1.519089
37		 -1.545648		 0.018756		 -1.526892
38		 -1.553346		 0.018720		 -1.534627
39		 -1.560976		 0.018683		 -1.542293
40		 -1.568538		 0.018647		 -1.549891
41		 -1.576033		 0.018611		 -1.557422
42		 -1.583461		 0.018575		 -1.564886
43		 -1.590823		 0.018539		 -1.572284
44		 -1.598120		 0.018503		 -1.579617
45		 -1.605352		 0.018467		 -1.586885
46		 -1.612520		 0.018432		 -1.594088
47		 -1.619624		 0.018396		 -1.601228
48		 -1.626665		 0.018361		 -1.608304
49		 -1.633643		 0.018325		 -1.615318
50		 -1.640559		 0.018290		 -1.622269
51		 -1.647414		 0.018255		 -1.629159
52		 -1.654208		 0.018220		 -1.635988
53		 -1.660941		 0.018185		 -1.642756
54		 -1.667614		 0.018150		 -1.649464
55		 -1.674228		 0.018115		 -1.656113
56		 -1.680783		 0.018081		 -1.662702
57		 -1.687279		 0.018046		 -1.669233
58		 -1.693718		 0.018011		 -1.675706
59		 -1.700099		 0.017977		 -1.682122
60		 -1.706423		 0.017943		 -1.688480
61		 -1.712691		 0.017908		 -1.694782
62		 -1.718903		 0.017874		 -1.701028
63		 -1.725059		 0.017840		 -1.707219
64		 -1.731160		 0.017806		 -1.713354
65		 -1.737207		 0.017773		 -1.719434
66		 -1.743200		 0.017739		 -1.725461
67		 -1.749139		 0.017705		 -1.731434
68		 -1.755025		 0.017672		 -1.737353
69		 -1.760858		 0.017638		 -1.743220
70		 -1.766639		 0.017605		 -1.749034
71		 -1.772368		 0.017571		 -1.754797
72		 -1.778046		 0.017538		 -1.760508
73		 -1.783673		 0.017505		 -1.766168
74		 -1.789249		 0.017472		 -1.771777
75		 -1.794776		 0.017439		 -1.777337
76		 -1.800253		 0.017406		 -1.782846
77		 -1.805680		 0.017373		 -1.788307
78		 -1.811059		 0.017341		 -1.793718
79		 -1.816389		 0.017308		 -1.799081
80		 -1.821672		 0.017275		 -1.804396
81		 -1.826906		 0.017243		 -1.809663
82		 -1.832094		 0.017211		 -1.814883
83		 -1.837235		 0.017178		 -1.820057
84		 -1.842330		 0.017146		 -1.825183
85		 -1.847378		 0.017114		 -1.830264
86		 -1.852381		 0.017082		 -1.835299
87		 -1.857339		 0.017050		 -1.840289
88		 -1.862252		 0.017018		 -1.845234
89		 -1.867121		 0.016987		 -1.850134
90		 -1.871945		 0.016955		 -1.854990
91		 -1.876726		 0.016923		 -1.859803
92		 -1.881463		 0.016892		 -1.864572
93		 -1.886158		 0.016860		 -1.869297
94		 -1.890810		 0.016829		 -1.873981
95		 -1.895419		 0.016798		 -1.878622
96		 -1.899987		 0.016766		 -1.883221
97		 -1.904513		 0.016735		 -1.887778
98		 -1.908998		 0.016704		 -1.892294
99		 -1.913443		 0.016673		 -1.896769
100		 -1.917846		 0.016643		 -1.901204
101		 -1.922210		 0.016612		 -1.905598
102		 -1.926534		 0.016581		 -1.909952
103		 -1.930818		 0.016550		 -1.914267
104		 -1.935063		 0.016520		 -1.918543
105		 -1.939269		 0.016489		 -1.922780
106		 -1.943437		 0.016459		 -1.926978
107		 -1.947566		 0.016429		 -1.931138
108		 -1.951658		 0.016398		 -1.935259
109		 -1.955712		 0.016368		 -1.939344
110		 -1.959729		 0.016338		 -1.943391
111		 -1.963709		 0.016308		 -1.947401
112		 -1.967652		 0.016278		 -1.951374
113		 -1.971559		 0.016248		 -1.955311
114		 -1.975430		 0.016219		 -1.959211
115		 -1.979265		 0.016189		 -1.963076
116		 -1.983065		 0.016159		 -1.966906
117		 -1.986830		 0.016130		 -1.970700
